r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4
227,120,147,181,238,203,251,251,235,195,143,107
136,191,203,19,52,76,13,101,157,54,122,145
163,157,147,219,213,204,100,103,99,175,180,189
150,79,45,250,219,208,191,220,128,249,241,64
6,23,72,203,63,50,245,107,57,234,174,136
250,219,215,210,156,187,73,103,217,94,55,109
82,84,16,251,243,224,183,185,64,196,167,110
252,216,162,244,230,213,225,0,50,251,176,0
217,175,194,148,201,115,192,177,181,70,96,51
84,61,55,202,105,2,208,205,172,114,164,168
4,10,24,236,243,251,5,38,59,67,117,138
109,19,12,163,157,146,229,218,210,115,149,91
137,124,112,255,187,64,255,250,240,138,158,160
95,175,190,123,88,61,248,216,204,180,198,198
255,254,239,33,34,35,118,91,65,219,218,197
124,243,160,248,50,18,161,195,206,27,97,131
24,19,16,6,6,68,114,120,128,206,178,144
68,81,96,73,138,176,222,225,224,133,75,91
180,237,192,213,215,192,231,246,176,198,39,77
44,43,39,187,38,132,36,24,52,228,226,234
255,136,130,84,56,85,188,126,123,255,224,174
224,205,78,94,183,202,170,220,230,225,229,231
217,133,160,221,173,176,194,38,96,251,90,192
202,238,224,152,232,224,57,211,224,66,98,80
189,199,180,232,190,124,254,248,230,182,196,205
15,68,84,202,181,167,5,38,59,252,248,245
43,50,112,84,41,218,238,90,177,196,225,226
225,81,175,184,234,249,237,183,95,62,180,175
9,22,16,109,157,96,138,158,160,199,204,192
114,84,70,204,169,144,190,126,84,115,108,79
217,188,188,180,95,75,3,3,3,235,236,237
226,193,222,237,241,244,23,179,217,252,138,16
53,108,114,238,58,95,0,195,211,220,222,217
28,38,35,12,185,222,212,241,244,117,230,218
33,50,72,132,113,113,215,170,139,48,131,122
1,156,149,253,13,46,68,79,68,49,237,49
180,189,174,4,51,60,203,234,62,0,92,184
65,69,80,255,243,217,205,158,125,209,226,196
67,88,97,146,136,128,229,222,216,184,132,112
1,156,149,253,13,46,68,79,68,49,237,49
180,189,174,4,51,60,203,234,62,0,92,184
226,234,233,123,158,147,69,176,140,46,118,94
110,146,119,224,230,233,160,190,197,67,88,97
250,191,112,36,31,64,243,207,176,197,123,112
198,136,121,88,24,0,254,251,195,49,52,51
193,199,198,108,106,97,255,246,229,17,19,23
194,169,152,163,157,146,41,41,42,255,255,255
92,105,96,239,238,224,138,158,161,32,33,32
209,226,196,40,55,69,193,177,137,75,74,72
46,116,160,100,175,208,4,4,48,9,80,154
83,89,110,195,131,181,209,213,182,92,59,117
109,84,64,0,2,16,134,42,48,224,143,37
41,59,13,246,230,241,3,166,90,1,98,54
67,66,64,137,133,176,92,36,122,224,210,192
246,248,242,250,238,239,195,116,85,252,192,197
255,215,116,251,192,14,129,234,255,41,179,255
237,234,215,222,144,141,143,145,107,115,81,65
136,7,11,246,81,86,93,93,43,244,198,11
45,22,116,171,114,159,120,0,162,72,113,232
195,214,219,232,219,203,43,100,136,7,19,48
126,225,239,181,238,203,226,227,222,219,137,147
219,55,129,255,108,200,137,251,243,59,48,43
21,34,122,10,30,73,197,187,167,9,15,34
87,0,28,179,215,185,219,32,88,247,187,150
3,3,3,123,154,160,77,100,112,163,186,192
106,140,184,0,31,61,180,201,225,137,172,209
78,26,61,207,238,209,255,0,57,5,224,233
174,184,196,33,67,88,7,19,48,156,166,184
91,93,82,199,196,177,0,175,188,246,240,231
224,222,208,42,120,144,121,192,208,114,236,224
209,194,194,204,82,22,249,148,59,92,6,1
63,68,64,231,160,84,255,108,51,233,218,196
255,222,139,254,254,255,255,95,124,87,222,160
35,36,37,223,210,206,177,118,124,212,217,221
238,201,156,49,111,55,180,185,188,1,58,32
189,110,80,246,214,176,246,208,208,251,242,240
255,249,245,255,131,0,223,54,45,183,172,68
205,65,99,161,247,161,10,209,187,231,230,225
205,136,140,100,0,23,89,75,68,30,85,21
47,58,71,129,75,149,187,137,214,208,162,127
255,215,128,62,84,96,237,241,233,151,12,16
255,249,245,255,131,0,223,54,45,183,172,68
205,65,99,161,247,161,10,209,187,231,230,225
21,16,115,228,152,48,248,0,0,254,254,254
230,200,160,251,148,116,169,138,176,108,194,138
216,90,96,57,71,48,200,231,224,248,251,245
17,104,142,20,207,203,203,133,124,249,146,138
11,11,16,48,51,64,196,195,176,96,98,96
11,124,144,64,99,80,229,67,48,248,234,140
54,69,79,140,166,181,203,189,174,176,97,83
66,95,6,3,82,160,236,240,237,239,51,64
113,166,187,190,219,228,137,190,208,16,86,79
216,185,164,129,75,149,243,151,195,254,250,241
195,162,120,175,181,140,197,196,190,239,239,231
80,0,108,49,34,30,195,199,223,238,199,179
1,98,54,126,125,115,252,249,250,2,7,6
219,199,166,61,73,87,236,236,236,40,46,58
101,70,62,240,200,142,209,55,4,251,158,9
11,28,72,230,105,18,158,58,20,2,132,118
32,38,42,191,195,162,153,89,67,255,254,244
20,24,26,205,220,227,49,153,5,10,75,57
146,36,50,242,108,103,253,202,163,137,207,240
31,38,46,46,71,105,76,124,113,225,91,24
89,68,34,244,237,235,39,68,89,177,135,67
1,28,45,245,247,244,213,186,144,180,44,81
59,68,71,220,119,38,192,149,94,110,101,51
117,31,39,66,68,120,0,136,210,250,147,53
78,69,65,240,94,116,79,99,86,245,186,67
153,202,199,6,115,193,138,66,122,109,20,144
123,104,103,252,254,241,0,93,158,255,69,0
96,208,190,243,197,152,140,237,218,242,216,205
196,157,95,151,12,16,250,249,240,162,183,160
16,33,39,248,192,67,126,102,127,159,43,0
147,135,110,247,98,1,184,221,214,240,238,226
19,63,80,65,165,192,252,254,251,216,90,96
65,95,107,27,44,76,214,240,205,99,43,36
49,53,46,82,88,77,239,235,233,157,169,147
154,177,154,239,235,233,82,88,77,47,54,47
105,94,147,49,34,30,195,199,223,238,199,179
10,53,4,216,224,34,214,232,188,114,181,153
26,51,21,9,58,77,200,218,233,28,69,8
105,94,147,49,34,30,195,199,223,238,199,179
205,171,122,64,34,32,205,146,74,132,87,69
218,130,96,244,185,184,220,167,128,233,230,224
208,216,208,255,215,0,147,178,192,223,195,144
241,158,54,183,80,24,114,118,128,4,0,1
235,246,209,255,97,201,215,207,251,29,89,57
239,235,196,243,193,100,250,188,19,243,22,30
247,245,246,52,68,67,214,206,192,41,41,42
44,67,16,146,150,48,230,186,208,253,219,216
96,100,98,237,240,238,27,70,59,44,119,33
165,167,207,250,250,252,45,22,116,90,88,162
229,229,227,243,195,213,239,218,164,168,193,152
68,221,241,245,205,106,235,143,72,58,32,68
216,200,0,65,32,169,10,10,10,219,223,135
197,184,176,227,167,74,147,233,190,46,170,179
200,122,52,49,51,7,151,115,66,179,80,37
64,62,48,224,229,224,99,124,128,133,75,91
110,49,16,234,204,160,201,148,96,246,169,112
86,38,16,219,110,48,245,198,192,251,157,64
184,4,84,29,25,10,158,142,222,220,188,208
55,75,96,84,121,128,215,173,96,154,72,48
241,220,217,255,203,164,1,1,1,242,181,171
189,151,203,160,106,180,252,198,46,155,169,193
225,198,134,152,134,134,224,168,165,225,208,213
58,42,32,183,154,128,238,200,208,248,127,160
114,150,99,255,193,113,23,38,43,159,43,0
82,58,40,135,150,134,222,93,104,236,236,236
238,199,179,36,92,49,120,0,162,255,51,186
98,70,67,111,116,60,193,203,104,40,41,21
28,29,64,162,195,192,200,180,208,214,212,192
215,172,179,224,218,183,158,193,182,6,12,13
199,245,255,174,180,99,127,229,240,45,58,62
249,255,238,208,17,16,109,159,160,227,195,64
51,38,35,221,183,142,255,201,205,180,248,200
201,122,128,231,175,150,225,81,175,235,226,222
111,79,72,246,237,224,145,104,160,253,137,71
188,219,218,88,186,211,129,72,39,237,190,110
37,74,118,231,231,230,128,187,235,137,163,213
194,150,117,249,239,214,200,217,191,83,89,87
246,172,108,255,156,137,27,68,176,100,154,188
147,147,146,119,119,116,81,73,66,223,222,217
66,2,100,170,123,147,95,63,78,245,236,224
219,199,166,61,73,87,157,208,218,174,146,211
206,134,14,228,212,86,43,45,104,118,4,180
151,12,16,214,208,192,185,198,4,49,51,25
115,139,136,230,203,153,193,194,173,3,24,46
91,90,91,214,206,192,211,220,224,253,244,227
41,29,20,132,98,100,165,194,198,209,183,191
28,69,8,87,142,135,247,226,199,151,170,0
223,76,138,226,231,174,180,248,200,158,210,209
89,65,64,237,236,222,196,212,222,181,96,92
53,56,47,73,159,164,244,245,247,63,119,157
214,225,235,153,174,191,202,200,189,82,48,73
158,191,22,230,90,164,165,30,69,255,193,51
82,104,143,236,213,187,255,255,255,113,1,23
201,222,240,248,249,240,183,147,77,225,195,64
112,84,68,210,201,194,184,128,90,93,52,27
110,47,21,255,255,255,236,213,187,1,58,32
31,53,65,0,122,169,158,195,224,199,192,200
3,10,4,83,111,22,212,214,207,28,69,8
11,84,113,133,183,214,246,240,231,121,124,130
34,35,68,108,147,160,135,191,208,211,225,224
4,4,0,4,35,96,15,100,192,233,238,240
230,183,148,229,219,207,86,56,45,83,125,130
194,149,107,145,116,92,84,84,80,244,215,172
249,227,193,243,168,80,221,101,41,64,6,2
243,234,225,168,186,194,241,161,126,190,147,145
203,228,230,206,104,70,240,108,87,254,210,153
242,147,103,169,138,176,239,237,228,143,162,89
172,142,105,92,132,145,192,179,160,53,69,76
90,86,37,211,177,194,155,24,97,235,0,0
56,56,56,108,106,97,245,245,245,149,149,149
223,201,112,62,52,42,246,244,240,239,51,64
69,77,112,210,51,176,238,211,64,232,223,208
75,44,131,200,200,210,89,222,126,149,5,227
66,86,65,231,109,87,255,238,213,156,137,127
152,177,174,177,168,158,143,28,63,89,84,33
160,209,208,171,160,64,186,73,128,54,118,112
195,96,1,44,109,13,138,66,122,87,53,131
213,193,185,145,73,85,33,34,35,153,157,160
215,228,123,255,193,113,163,178,186,207,162,160
35,66,74,91,135,166,245,227,216,255,244,161
72,29,1,206,207,203,245,99,26,254,198,79
72,75,54,205,100,49,221,167,3,169,211,51
37,35,43,154,106,88,215,198,185,146,68,58
58,74,82,165,128,117,231,214,192,178,186,189
220,173,153,0,185,190,11,28,72,211,218,218
14,78,23,219,252,219,216,218,113,168,191,118
129,85,186,237,213,151,1,90,138,214,142,154
112,79,112,146,149,128,195,176,144,55,41,45
241,240,237,210,196,175,160,160,160,50,36,36
48,78,48,91,124,112,23,42,16,121,110,32
103,130,114,201,171,61,225,91,24,74,112,4
50,8,61,204,134,132,238,241,231,139,157,161
255,221,195,255,244,239,255,61,51,104,129,155
57,147,117,231,161,164,233,35,34,249,242,228
104,105,96,168,170,141,209,210,208,186,212,224
208,226,208,96,220,224,32,173,208,74,134,112
201,217,240,173,182,255,254,196,55,254,91,214
52,63,80,255,0,128,246,132,80,245,176,128
3,10,4,255,84,18,255,184,93,17,129,200
243,245,224,56,43,64,39,207,208,222,21,48
90,208,232,244,239,219,255,66,78,102,76,82
36,45,11,133,129,55,135,151,166,172,175,172
255,136,130,250,233,226,116,17,47,3,37,34
152,135,128,255,255,255,5,38,59,231,222,217
238,201,156,49,111,55,97,61,9,1,58,32
23,103,71,84,125,89,207,163,171,92,3,140
213,192,201,120,227,255,68,42,54,255,177,206
133,130,111,199,153,137,46,59,81,217,228,232
120,125,18,206,203,182,24,52,76,13,98,146
108,106,97,212,210,214,41,41,42,183,60,98
66,69,84,243,168,137,236,68,12,48,217,200
225,215,215,255,101,1,201,190,165,45,40,52
93,169,206,170,205,229,116,179,215,34,101,158
27,46,60,12,12,30,75,0,0,243,227,226
12,17,32,44,77,144,223,224,224,50,130,224
130,184,224,255,211,112,67,172,240,0,211,224
213,192,201,120,227,255,68,42,54,255,177,206
133,130,111,199,153,137,46,59,81,217,228,232
66,69,84,243,168,137,236,68,12,48,217,200
234,235,237,116,115,42,113,0,25,211,176,125
253,50,130,84,41,218,120,159,64,255,199,15
251,221,0,233,162,0,179,40,0,63,19,0
41,34,32,106,85,48,221,167,64,244,226,171
145,83,48,42,27,16,188,134,96,247,202,201
52,45,32,228,205,192,94,8,0,165,180,176
214,213,214,136,160,154,16,86,79,22,121,111
95,78,64,158,110,64,242,203,87,239,202,144
12,45,13,243,22,30,252,197,199,93,108,79
236,233,224,93,95,96,33,49,48,138,158,161
14,5,15,23,11,59,52,25,72,105,94,147
197,152,175,65,82,113,204,114,138,173,44,64
240,246,240,148,95,64,196,142,96,86,207,196
255,194,199,145,17,28,244,228,235,174,195,188
138,160,146,255,176,103,248,206,121,131,136,62
186,176,153,211,153,68,236,248,127,111,116,60
37,111,96,222,146,208,105,182,217,63,215,197
45,36,36,92,61,46,184,92,56,224,192,151
242,87,187,117,86,125,210,104,64,251,210,188
159,43,0,242,237,233,218,116,111,241,180,22
162,25,43,203,133,124,249,132,181,251,214,149
151,168,160,236,238,224,220,151,80,148,188,192
46,59,81,12,65,96,115,143,167,195,206,218
79,58,48,216,224,34,207,36,16,19,203,224
18,58,2,255,194,199,52,69,130,231,90,119
31,32,32,85,104,144,244,185,184,254,236,192
183,85,64,189,151,203,252,218,178,247,185,69
235,240,148,154,164,35,59,84,16,222,230,76
97,87,140,66,119,123,132,113,113,70,89,94
46,93,58,219,219,219,179,193,168,241,131,63
182,210,193,223,207,176,239,205,185,212,156,112
241,190,108,219,232,225,160,224,228,225,148,181
48,0,11,189,0,42,255,243,217,220,71,49
221,210,192,147,224,224,86,97,96,46,86,96
255,250,229,230,69,49,233,186,94,45,20,17
251,210,48,31,187,160,27,79,64,196,203,192
216,210,151,240,231,222,199,37,68,153,135,126
173,81,191,191,104,92,150,61,103,222,186,214
235,199,103,78,167,207,152,134,134,99,228,223
251,210,48,31,187,160,27,79,64,196,203,192
166,89,103,147,233,190,82,117,130,215,186,150
118,90,64,228,199,171,52,38,23,251,236,220
248,229,224,253,213,94,255,111,97,98,59,65
154,208,221,232,219,203,169,152,238,73,90,77
175,127,81,178,187,184,101,70,62,109,46,24
37,52,28,113,166,46,199,250,199,139,224,57
83,86,90,5,6,6,99,76,65,247,244,239
242,238,247,27,74,86,163,163,183,255,26,76
216,210,151,240,231,222,199,37,68,153,135,126
61,51,57,158,186,211,248,231,224,137,121,144
223,54,45,26,26,29,211,211,203,13,105,139
46,86,96,86,97,96,107,219,224,221,210,192
173,180,160,214,203,176,180,116,96,102,60,16
244,226,67,253,213,94,45,115,193,65,72,60
82,85,80,225,223,208,36,38,43,125,161,191
215,213,215,125,116,133,81,165,174,4,0,0
180,197,182,63,152,175,28,155,142,16,86,79
178,60,60,95,167,208,2,132,118,1,80,43
66,136,174,233,218,196,113,102,113,216,223,229
36,32,43,255,240,223,169,112,97,108,71,61
218,179,64,235,149,55,62,78,48,112,79,112
130,152,103,199,214,229,240,232,173,118,130,112
132,98,124,218,196,192,117,230,218,22,121,111
106,108,80,131,64,48,204,113,48,224,186,71
251,212,140,255,243,236,255,250,229,248,117,149
226,220,208,32,32,32,189,178,160,84,93,96
35,63,111,200,188,171,241,161,126,222,221,226
29,35,48,249,41,149,236,219,200,247,201,182
26,51,21,11,28,72,200,218,233,1,58,32
239,238,233,1,99,103,19,41,42,133,149,121
227,230,224,194,210,217,49,53,46,68,128,68
111,93,68,220,119,38,206,189,158,97,108,68
0,129,172,132,48,171,225,237,231,243,166,176
90,51,32,133,75,91,229,162,80,243,235,208
113,114,107,32,38,32,101,88,64,208,230,234
83,106,121,208,172,144,241,239,240,214,82,66
207,4,90,110,53,98,110,103,106,180,100,163
83,106,121,208,172,144,241,239,240,214,82,66
169,201,209,249,246,240,196,163,120,59,60,66
236,0,98,154,124,138,255,11,172,223,223,224
236,224,207,168,199,147,242,193,171,179,128,99
144,121,112,202,193,176,133,75,80,134,147,160
145,22,26,226,225,220,1,65,68,4,10,24
217,128,48,172,151,192,72,58,112,253,195,32
141,164,131,68,64,63,219,252,219,245,246,240
0,0,0,255,74,59,255,247,151,227,66,52
73,68,80,185,99,80,248,154,133,193,229,224
35,66,74,87,165,184,232,238,234,89,13,17
45,15,10,203,154,159,165,165,203,231,219,225
232,227,233,0,157,163,179,115,118,0,0,0
165,178,202,159,169,117,224,154,67,238,194,104
253,244,227,163,157,146,214,206,192,207,111,47
138,70,179,88,93,38,177,117,255,202,194,183
188,236,246,247,245,246,255,0,57,255,134,145
181,105,92,255,165,156,255,243,217,108,31,131
214,48,76,26,26,29,255,250,254,218,116,111
129,171,188,77,94,56,241,243,243,64,58,44
59,9,24,78,112,106,31,25,43,238,199,187
152,112,93,224,122,138,216,214,215,230,170,55
71,72,74,192,201,208,153,157,160,130,133,142
220,207,202,57,147,117,13,99,101,203,93,9
69,176,140,37,93,96,232,128,152,53,181,230
211,202,195,185,150,141,101,70,62,76,52,47
226,247,243,234,200,165,192,64,33,44,140,131
224,238,229,148,207,214,159,169,117,236,117,93
186,212,208,151,155,128,209,204,192,251,238,240
155,109,69,220,195,151,215,217,213,132,147,118
107,77,64,255,205,99,229,155,96,160,96,58
105,169,195,96,138,177,129,122,191,178,216,177
130,107,157,246,195,36,146,179,194,255,238,218
32,19,21,231,109,87,248,243,235,86,56,45
40,41,32,112,79,112,227,217,224,185,222,176
253,188,213,1,148,154,154,119,107,236,179,153
203,205,203,109,129,92,192,117,58,50,52,50
139,150,159,63,65,34,194,191,182,190,211,171
161,106,232,251,100,165,58,62,95,86,113,0
92,61,32,156,177,96,226,97,144,245,172,208
214,154,144,225,220,224,174,106,80,192,128,112
32,19,21,231,109,87,248,243,235,86,56,45
218,97,32,218,219,208,191,161,128,234,173,112
253,225,178,168,176,130,236,59,80,84,37,51
86,189,201,70,73,71,114,198,75,226,228,231
78,81,79,233,237,233,2,132,118,1,65,58
85,94,82,183,190,144,199,177,111,204,212,204
228,122,98,115,99,80,167,177,149,233,218,196
229,232,233,105,165,186,157,15,64,164,181,59
39,45,131,0,117,62,197,146,241,165,167,207
220,175,142,94,136,98,222,222,224,244,186,191
49,113,64,151,175,144,36,191,176,250,215,224
236,164,93,234,109,93,253,223,134,92,71,50
238,231,83,107,163,100,194,29,79,234,21,147
93,18,18,173,106,90,219,224,220,18,21,26
127,160,51,44,109,13,195,131,181,223,68,169
242,238,229,79,3,54,204,8,138,217,192,250
95,152,52,255,61,51,227,190,224,253,131,0
72,52,47,254,196,134,231,95,99,28,165,201
50,130,224,223,224,224,44,77,144,12,17,32
203,186,168,35,36,37,186,186,186,188,157,110
244,176,98,201,192,130,173,96,93,138,212,185
185,116,128,188,205,192,241,229,160,227,217,224
227,122,48,159,168,64,239,177,64,116,93,32
156,90,84,110,94,94,247,186,142,104,131,165
243,238,220,159,169,117,250,237,51,202,156,22
249,192,84,255,243,236,255,240,214,248,117,149
179,187,186,0,73,58,0,9,0,205,131,110
182,197,154,193,203,104,32,50,62,215,215,215
0,97,96,239,189,192,193,194,192,232,196,32
57,177,192,141,221,224,119,91,80,230,233,208
0,75,2,0,92,184,21,54,114,229,30,32
204,178,143,179,193,168,247,247,249,74,65,56
247,202,201,232,235,212,173,182,255,149,103,91
173,182,255,65,32,169,173,226,146,62,0,74
235,241,239,43,125,107,223,54,45,195,248,223
237,230,224,204,193,189,228,193,153,252,192,197
86,69,62,33,28,29,224,215,199,241,226,173
113,0,25,31,108,102,231,230,227,217,239,147
40,120,175,164,207,234,122,112,103,59,78,104
86,69,62,33,28,29,224,215,199,241,226,173
180,248,200,21,224,82,234,16,28,174,9,0
27,12,11,165,93,75,144,104,118,247,201,182
137,117,128,68,74,128,135,119,192,254,138,160
47,38,46,214,37,152,204,156,110,249,254,254
124,128,128,241,213,176,251,245,224,80,137,160
38,39,49,182,141,202,94,68,208,100,130,252
38,91,139,236,236,235,132,199,242,115,145,200
113,0,25,31,108,102,231,230,227,217,239,147
225,29,112,251,74,176,204,232,96,235,224,208
107,60,48,205,129,80,239,205,176,247,203,202
54,72,80,232,226,212,133,75,91,140,166,144
102,123,128,218,220,208,133,75,91,40,47,48
72,113,232,181,163,255,171,114,159,45,22,116
157,232,156,121,180,84,85,145,102,35,38,35
57,28,16,237,180,144,247,202,201,247,239,224
99,29,23,242,237,233,218,116,111,241,180,22
62,66,77,143,145,107,220,161,184,237,223,222
214,201,211,193,194,173,143,145,107,95,46,72
114,123,140,211,216,192,239,215,133,102,101,99
0,12,44,250,191,68,243,22,30,251,214,168
170,106,64,242,232,208,248,131,112,235,196,144
255,228,226,255,203,118,255,101,1,144,3,0
82,58,40,248,193,117,115,149,46,204,185,159
79,55,80,160,171,80,237,122,48,174,59,32
132,144,160,79,71,111,161,106,232,234,213,159
123,104,103,252,254,241,0,93,158,255,101,1
118,119,115,240,252,246,255,241,208,76,80,99
50,55,62,246,241,231,206,125,103,47,80,97
16,64,76,194,119,84,124,156,171,126,117,97
0,0,0,58,73,104,255,61,51,0,135,202
81,126,100,138,166,160,60,61,48,223,153,22
202,64,80,218,165,144,133,75,91,159,180,176
165,142,128,248,154,133,117,97,96,248,226,192
177,172,169,73,159,164,171,105,98,167,160,141
73,159,164,190,198,195,233,188,139,61,74,85
248,207,192,222,146,80,223,44,48,27,22,80
96,220,224,32,173,208,208,226,208,74,134,112
238,163,97,134,137,146,255,163,132,170,58,54
81,64,96,120,92,96,231,145,168,29,14,48
117,230,218,139,189,194,48,110,111,118,78,89
31,176,113,124,244,124,193,216,225,33,65,50
231,214,192,116,145,160,54,78,81,190,150,133
0,38,66,255,39,104,248,249,252,113,0,25
248,207,192,222,146,80,223,44,48,27,22,80
217,178,149,255,69,0,223,246,241,92,129,92
211,205,187,93,230,28,227,168,156,180,0,2
0,97,156,118,166,184,198,154,158,255,176,103
107,88,82,246,240,231,140,187,189,245,108,102
117,131,80,213,230,240,11,46,64,123,194,224
81,64,96,120,92,96,231,145,168,29,14,48
108,192,192,52,91,37,120,90,123,236,165,32
105,108,96,223,229,218,180,180,176,176,183,192
111,106,112,83,132,144,241,213,176,36,49,48
37,33,38,247,98,1,223,177,6,242,241,226
75,57,47,43,39,34,168,144,125,240,225,202
54,48,45,71,148,153,233,233,233,94,18,31
175,103,96,241,245,240,156,190,192,13,98,144
3,0,0,133,87,53,180,126,82,214,174,144
140,156,175,226,221,207,216,127,152,169,159,159
44,44,36,181,192,196,62,68,45,184,73,1
40,118,134,223,209,169,199,159,167,96,102,142
62,63,64,253,232,147,228,225,208,217,104,48
147,155,102,131,139,194,175,200,196,183,114,82
97,108,89,28,68,44,185,167,187,79,71,111
56,56,56,150,140,125,245,245,245,221,152,45
203,186,168,33,34,35,233,233,233,188,157,110
250,252,246,255,205,145,146,184,255,32,115,179
236,181,150,253,249,244,229,114,131,50,8,61
253,239,231,109,73,64,196,90,118,241,185,137
254,254,254,171,114,159,45,22,116,72,113,232
234,200,200,39,60,58,250,208,44,106,92,91
128,136,184,152,134,134,108,186,194,252,218,134
124,52,73,159,169,117,227,105,130,230,203,206
217,178,149,221,63,15,223,246,241,92,129,92
0,61,122,220,210,197,98,152,233,149,16,46
5,158,203,195,215,249,7,19,48,34,85,220
39,17,41,139,229,173,220,131,145,232,235,221
145,97,115,251,246,249,38,178,194,67,88,97
95,33,142,170,48,98,219,228,242,167,168,202
0,61,122,220,210,197,98,152,233,149,16,46
189,188,194,62,63,67,88,122,129,123,88,61
39,17,41,139,229,173,220,131,145,232,235,221
94,79,64,243,242,231,244,149,134,180,185,163
147,163,135,45,22,116,250,250,252,131,139,194
47,48,48,73,79,89,123,136,160,188,203,224
255,39,104,166,113,114,246,241,205,235,0,127
64,41,120,39,83,22,96,47,247,149,113,213
239,207,194,36,92,49,96,63,139,209,215,219
67,49,0,13,79,51,212,182,48,172,116,0
47,54,47,248,250,249,217,211,198,120,137,120
135,129,128,239,249,240,221,225,192,152,180,208
220,220,208,194,181,157,252,119,130,134,150,126
27,36,50,70,68,71,189,188,178,242,55,176
59,71,84,165,169,179,116,17,47,0,0,0
251,222,193,212,187,221,18,90,121,8,45,48
4,10,24,236,243,251,35,66,74,67,117,138
254,178,129,53,54,67,0,115,92,255,143,98
127,95,83,178,205,216,53,83,113,76,137,159
24,24,24,107,202,226,87,165,184,72,51,71
155,152,150,103,210,240,0,61,122,0,92,184
95,97,59,52,40,41,222,179,173,203,133,124
205,171,122,64,34,32,205,146,74,99,79,64
201,208,173,205,158,125,255,243,217,64,68,79
50,85,5,171,167,12,255,204,0,240,238,218
138,66,122,155,180,168,43,50,54,177,222,193
47,54,62,140,112,115,82,181,175,181,222,217
224,233,224,125,169,192,20,89,112,6,76,168
95,7,8,193,9,18,240,11,24,226,217,202
178,170,160,41,37,13,89,149,194,255,213,103
212,220,208,116,52,128,112,207,208,86,196,16
97,134,153,193,82,76,223,145,94,218,232,139
6,7,11,130,167,191,214,225,235,235,221,199
255,255,255,76,112,200,116,220,247,236,243,251
184,180,64,252,74,64,138,158,161,252,172,64
112,79,112,214,203,192,202,218,172,85,109,112
236,228,220,24,59,7,255,211,169,226,226,236
255,0,128,150,79,76,176,143,112,239,230,208
199,72,58,250,233,226,255,203,164,0,0,0
187,87,96,58,162,144,174,214,208,222,84,108
212,220,208,116,52,128,112,207,208,86,196,16
203,19,131,110,53,98,49,30,38,69,67,55
57,43,36,143,95,70,227,189,158,201,173,166
38,41,32,68,75,80,182,175,144,91,95,80
213,154,104,235,237,236,89,63,59,114,117,119
61,102,135,92,78,78,225,88,179,248,231,232
114,84,70,232,232,230,198,184,181,119,115,114
240,190,96,247,246,240,99,0,86,36,0,48
229,200,148,90,114,79,204,203,209,1,65,58
76,212,224,138,171,174,142,110,82,247,230,218
238,197,172,219,148,74,253,244,227,25,27,24
24,20,16,59,55,48,157,148,128,140,116,96
35,33,35,136,7,11,214,216,230,103,129,161
41,255,255,217,201,160,213,33,48,210,229,224
161,27,27,250,247,237,204,82,22,72,61,60
0,33,52,200,196,193,255,176,103,139,163,168
148,140,128,99,47,48,208,17,16,162,211,233
228,70,80,235,99,160,251,209,96,248,168,197
29,34,34,137,163,213,188,188,219,58,120,175
255,163,132,203,78,71,255,137,118,25,2,4
197,200,215,65,90,45,153,100,168,129,85,186
178,72,16,46,39,0,235,104,32,247,194,48
250,208,44,29,17,19,188,132,101,203,39,78
229,203,206,211,94,144,203,208,180,42,31,31
89,84,33,228,168,83,243,120,36,147,60,19
149,166,176,216,207,48,28,168,224,60,196,240
86,1,22,249,71,35,4,211,188,232,238,241
95,171,208,30,85,46,39,100,128,173,222,64
225,61,0,0,130,123,251,251,227,127,102,42
67,71,69,189,166,114,249,246,240,189,189,180
178,131,32,250,238,224,208,17,16,245,213,64
172,32,61,1,222,230,27,68,176,255,255,255
137,157,176,195,205,214,21,34,122,4,6,31
72,75,54,205,100,49,221,167,3,169,211,51
41,70,82,55,148,125,255,26,76,226,220,214
140,158,104,255,158,100,255,202,62,131,49,176
19,92,0,255,216,0,251,100,165,96,47,247
123,154,159,212,170,128,10,167,160,6,212,208
10,22,64,232,188,144,240,106,176,19,107,192
161,208,238,21,166,183,2,101,171,108,68,46
250,208,44,29,17,19,188,132,101,203,39,78
220,119,38,126,156,173,131,113,38,180,0,37
149,166,176,216,207,48,28,168,224,60,196,240
86,1,22,249,71,35,4,211,188,232,238,241
78,4,7,188,10,15,223,161,25,19,129,120
94,63,61,149,103,91,244,145,183,247,204,173
198,136,121,68,17,14,254,251,195,49,52,51
134,56,48,154,127,160,199,108,80,232,178,178
52,52,57,255,101,1,210,208,197,50,83,89
20,139,75,183,189,169,89,157,156,22,121,111
58,92,112,216,216,208,147,131,112,115,153,176
67,2,3,242,237,233,218,116,111,241,180,22
137,160,112,202,215,224,134,146,160,227,217,224
83,80,32,232,235,208,55,121,128,64,0,104
63,140,38,205,2,49,65,32,169,244,224,112
210,202,216,234,178,116,168,115,107,99,79,64
125,161,191,246,206,173,31,124,94,77,183,173
76,203,192,224,246,224,151,59,16,237,173,80
150,106,170,213,146,223,133,175,76,184,208,221
35,66,74,193,218,225,87,165,184,54,180,175
59,84,110,246,195,36,197,184,94,70,166,188
227,186,200,109,166,246,1,148,154,255,213,113
