r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,Skintone,Season
249,218,199,158,116,99,100,122,135,23,22,31,white,spring
198,173,109,118,131,116,146,165,183,177,157,165,white,spring
193,194,208,169,68,18,246,244,222,23,0,0,white,spring
239,213,186,161,122,79,170,144,123,50,52,50,white,summer
110,213,78,225,105,251,140,160,120,87,97,131,white,spring
246,201,112,239,167,16,37,47,16,250,244,240,white,summer
218,98,176,130,62,80,178,130,96,250,220,220,white,summer
108,74,56,96,181,195,52,100,156,28,155,142,white,summer
224,137,85,28,2,3,255,69,0,242,193,0,white,summer
59,34,68,133,108,113,194,82,112,205,187,176,white,summer
26,51,21,9,58,77,200,218,233,8,57,43,white,summer
204,121,86,230,183,148,153,134,110,255,255,255,white,summer
156,129,114,237,226,215,193,154,139,86,56,45,white,spring
170,156,146,162,163,170,253,244,227,255,255,255,white,summer
171,179,191,222,159,89,132,16,26,233,218,196,white,summer
91,51,48,192,89,32,213,195,176,106,126,128,white,summer
174,143,128,223,207,176,95,113,96,33,49,32,white,spring
96,102,142,185,167,187,50,59,54,97,108,89,white,spring
100,87,101,204,82,22,254,253,255,141,161,170,white,summer
198,136,121,72,29,1,254,251,195,49,52,51,white,summer
49,237,49,77,56,41,239,53,150,251,112,188,white,summer
0,61,122,37,82,88,203,234,62,217,113,153,white,summer
235,0,127,246,241,205,166,113,114,255,0,57,white,spring
112,0,0,95,0,0,247,133,36,21,0,5,white,winter
232,251,218,28,36,45,147,163,0,236,48,49,white,summer
166,141,134,248,250,249,82,88,77,184,232,222,white,summer
36,36,36,255,221,167,233,207,241,0,73,97,white,summer
59,54,44,81,129,131,246,240,231,251,189,151,white,summer
255,221,195,255,244,239,255,74,59,104,129,155,white,spring
149,163,188,120,119,186,89,104,75,86,53,83,white,spring
93,241,93,17,86,18,200,51,91,6,7,6,white,summer
115,186,207,222,220,228,210,166,134,113,0,25,white,spring
154,208,221,232,219,203,173,182,255,73,90,77,white,spring
0,8,0,204,8,138,155,0,210,172,73,46,white,summer
149,163,188,120,119,186,89,104,75,86,53,83,white,spring
93,241,93,17,86,18,200,51,91,6,7,6,white,summer
231,222,217,7,19,48,255,255,255,152,135,128,white,summer
255,215,0,214,164,27,90,94,32,63,46,16,white,summer
151,56,48,242,219,208,249,77,144,250,180,96,white,spring
187,69,235,43,133,84,233,216,225,193,151,210,white,spring
201,172,128,233,230,226,144,156,160,66,100,112,white,spring
132,107,84,158,151,147,241,169,67,240,215,179,white,summer
123,30,25,242,237,233,218,116,111,241,180,22,white,summer
20,21,20,248,156,133,37,57,113,105,109,105,white,summer
138,173,160,243,253,228,194,38,64,40,180,188,white,spring
71,44,48,230,166,64,23,106,96,4,74,96,white,summer
174,172,225,168,169,89,243,185,223,81,140,182,white,spring
90,82,80,205,209,184,157,58,98,204,156,132,white,spring
138,200,199,2,132,118,36,33,32,226,236,235,white,summer
43,43,16,115,136,96,243,213,160,241,151,96,white,summer
132,46,48,245,77,61,204,91,48,227,140,96,white,spring
235,208,96,71,180,176,138,158,160,25,53,64,white,spring
106,104,84,248,248,245,255,101,1,0,20,41,white,spring
95,121,80,248,248,240,158,63,64,91,51,48,white,spring
154,208,221,232,219,203,173,182,255,73,90,77,white,spring
211,192,167,45,64,99,199,249,84,161,247,161,white,summer
137,157,232,0,117,62,45,22,116,169,152,238,white,spring
64,34,32,243,243,243,150,79,76,255,153,124,white,summer
48,75,80,134,159,183,179,145,128,198,201,192,white,summer
170,108,112,247,202,201,231,98,95,237,241,240,white,spring
59,73,95,45,115,193,174,123,220,211,177,194,white,summer
230,183,148,229,219,207,122,64,62,83,125,130,white,spring
255,153,124,145,75,69,243,243,243,88,24,0,white,spring
162,163,160,105,107,112,154,177,154,0,0,0,white,spring
239,239,240,110,53,98,89,60,62,36,24,29,white,summer
6,20,27,228,174,54,125,188,199,228,226,232,white,summer
130,79,45,12,79,77,152,134,134,146,43,62,white,summer
140,42,16,241,240,240,36,90,128,44,49,64,white,spring
229,122,45,192,20,33,159,67,105,21,34,122,white,spring
255,136,130,250,233,226,75,0,0,3,37,34,white,spring
79,58,48,128,120,80,184,99,48,212,150,75,white,summer
62,0,74,173,226,146,65,32,169,210,200,230,white,summer
49,122,176,151,177,223,31,48,54,218,242,254,white,summer
183,172,68,238,69,55,255,131,0,255,249,245,white,summer
239,238,233,160,0,5,150,142,131,1,1,9,white,summer
228,214,206,244,243,231,236,180,185,163,3,3,white,spring
239,239,240,110,53,98,89,60,62,36,24,29,white,summer
118,103,96,159,169,117,224,223,219,110,74,103,white,spring
47,39,32,229,211,112,214,37,152,40,172,204,white,summer
180,212,220,87,165,184,35,66,74,225,235,236,white,summer
130,79,45,12,79,77,152,134,134,146,43,62,white,summer
147,56,16,251,246,231,91,51,48,237,140,64,white,summer
35,142,188,163,212,228,190,128,92,15,28,48,white,spring
255,136,130,250,233,226,75,0,0,3,37,34,white,spring
79,58,48,128,120,80,184,99,48,212,150,75,white,summer
162,117,101,246,240,231,251,235,231,220,212,192,white,spring
200,193,26,35,36,37,75,81,66,234,232,246,white,summer
201,195,176,76,70,48,196,193,112,81,108,144,white,summer
105,82,75,170,25,69,219,179,150,17,24,68,white,spring
41,29,20,123,121,76,123,88,61,194,186,183,white,summer
48,45,62,167,163,151,241,215,188,192,151,118,white,summer
247,217,179,211,224,236,126,182,219,88,153,199,white,spring
79,73,76,137,104,95,189,134,106,244,236,220,white,summer
0,53,20,220,83,24,75,124,52,222,218,213,white,summer
99,84,65,188,146,45,99,29,23,222,219,188,white,summer
26,51,21,9,58,77,200,218,233,1,58,32,white,summer
135,72,49,249,216,118,244,144,105,255,216,197,white,summer
211,220,220,163,157,146,147,95,76,35,79,86,white,spring
239,238,233,82,104,143,232,247,255,7,19,48,white,summer
203,231,232,45,164,188,154,119,107,7,19,48,white,spring
87,92,16,207,203,176,155,123,128,112,79,112,white,spring
41,29,41,207,193,206,233,163,58,225,91,24,white,summer
53,50,41,127,71,76,164,200,216,113,0,25,white,spring
51,58,51,229,151,224,211,177,194,249,224,133,white,summer
228,225,208,126,183,160,203,134,123,96,101,64,white,spring
172,177,172,184,154,96,225,218,160,243,204,60,white,winter
89,122,140,190,214,0,82,104,66,150,157,156,white,summer
78,81,79,233,237,233,25,54,44,4,197,107,white,summer
155,142,139,230,222,211,51,135,93,218,102,80,white,summer
90,145,187,235,81,94,211,192,178,11,9,9,white,spring
69,97,119,47,217,239,5,179,235,234,234,230,white,winter
35,26,26,0,115,92,247,135,44,181,177,172,white,spring
72,128,119,243,22,30,147,171,206,4,56,78,white,winter
239,124,142,250,232,224,182,226,211,216,167,177,white,spring
232,180,184,238,214,211,164,147,147,103,89,94,white,spring
251,231,198,180,248,200,160,231,229,255,174,188,white,spring
5,68,94,24,154,180,117,230,218,212,241,244,white,spring
231,210,204,185,183,189,134,139,142,238,237,231,white,spring
5,10,48,0,12,102,0,0,255,126,200,227,darkbrown,summer
182,141,64,244,235,208,18,38,32,214,173,96,white,spring
20,93,160,12,45,72,46,139,192,177,212,224,white,winter
47,243,224,248,210,16,250,38,160,245,23,32,white,spring
61,85,12,129,182,34,236,248,127,89,152,26,white,spring
246,238,224,228,183,160,164,92,64,195,131,112,white,spring
185,144,149,252,181,172,181,229,207,61,91,89,white,spring
65,114,159,88,133,175,39,68,114,195,224,229,darkbrown,spring
231,242,248,116,189,203,255,163,132,239,231,188,white,spring
188,236,224,54,238,224,246,82,160,76,82,112,white,spring
228,212,200,208,180,159,164,117,81,82,58,40,white,spring
255,194,199,182,229,216,251,229,200,143,221,231,white,spring
187,231,254,211,181,229,255,212,219,239,241,219,white,spring
212,140,112,244,185,184,235,187,176,233,137,128,white,spring
255,244,189,244,185,184,133,210,208,136,123,176,darkbrown,summer
237,231,220,220,210,204,204,175,165,189,195,203,white,spring
96,63,139,180,254,231,161,106,232,253,73,160,white,spring
239,235,224,251,141,160,251,107,144,251,69,112,white,spring
10,112,41,254,222,0,200,223,82,219,232,216,white,spring
104,187,227,14,134,212,5,92,157,0,48,96,white,winter
221,255,231,152,215,194,22,125,127,41,160,177,white,summer
255,197,208,247,214,208,251,96,144,130,29,48,white,spring
17,101,48,33,182,168,163,235,177,24,165,88,white,spring
248,234,140,164,232,224,76,215,208,225,195,64,white,spring
238,181,235,194,109,188,200,244,249,60,172,174,white,spring
118,185,71,177,216,183,47,82,51,148,201,115,white,spring
66,151,160,244,234,230,229,127,132,47,80,97,white,spring
248,192,200,239,231,211,211,187,221,236,227,240,white,spring
183,172,68,223,54,45,255,131,0,255,69,0,white,spring
188,168,142,227,232,233,157,169,147,228,180,180,white,spring
211,177,194,193,151,210,33,21,34,97,54,89,darkbrown,summer
229,221,200,1,148,154,0,67,105,219,31,72,darkbrown,winter
235,224,208,236,158,192,255,0,128,169,27,96,white,spring
144,173,198,233,234,236,250,208,44,51,54,82,white,spring
242,197,224,212,55,144,236,143,208,135,10,48,white,spring
239,124,142,250,232,224,182,226,211,216,167,177,white,spring
232,180,184,238,214,211,164,147,147,103,89,94,white,spring
251,231,198,180,248,200,160,231,229,255,174,188,white,spring
5,68,94,24,154,180,117,230,218,212,241,244,white,spring
231,210,204,185,183,189,134,139,142,238,237,231,white,spring
5,10,48,0,12,102,0,0,255,126,200,227,darkbrown,summer
182,141,64,244,235,208,18,38,32,214,173,96,white,spring
20,93,160,12,45,72,46,139,192,177,212,224,white,winter
47,243,224,248,210,16,250,38,160,245,23,32,white,spring
61,85,12,129,182,34,236,248,127,89,152,26,white,spring
246,238,224,228,183,160,164,92,64,195,131,112,white,spring
185,144,149,252,181,172,181,229,207,61,91,89,white,spring
65,114,159,88,133,175,39,68,114,195,224,229,darkbrown,spring
231,242,248,116,189,203,255,163,132,239,231,188,white,spring
188,236,224,54,238,224,246,82,160,76,82,112,white,spring
228,212,200,208,180,159,164,117,81,82,58,40,white,spring
255,194,199,182,229,216,251,229,200,143,221,231,white,spring
187,231,254,211,181,229,255,212,219,239,241,219,white,spring
212,140,112,244,185,184,235,187,176,233,137,128,white,spring
255,244,189,244,185,184,133,210,208,136,123,176,darkbrown,summer
237,231,220,220,210,204,204,175,165,189,195,203,white,spring
96,63,139,180,254,231,161,106,232,253,73,160,white,spring
239,235,224,251,141,160,251,107,144,251,69,112,white,spring
10,112,41,254,222,0,200,223,82,219,232,216,white,spring
104,187,227,14,134,212,5,92,157,0,48,96,white,winter
221,255,231,152,215,194,22,125,127,41,160,177,white,summer
255,197,208,247,214,208,251,96,144,130,29,48,white,spring
17,101,48,33,182,168,163,235,177,24,165,88,white,spring
248,234,140,164,232,224,76,215,208,225,195,64,white,spring
238,181,235,194,109,188,200,244,249,60,172,174,white,spring
118,185,71,177,216,183,47,82,51,148,201,115,white,spring
66,151,160,244,234,230,229,127,132,47,80,97,white,spring
248,192,200,239,231,211,211,187,221,236,227,240,white,spring
183,172,68,223,54,45,255,131,0,255,69,0,white,spring
188,168,142,227,232,233,157,169,147,228,180,180,white,spring
211,177,194,193,151,210,33,21,34,97,54,89,darkbrown,summer
229,221,200,1,148,154,0,67,105,219,31,72,darkbrown,winter
235,224,208,236,158,192,255,0,128,169,27,96,white,spring
144,173,198,233,234,236,250,208,44,51,54,82,white,spring
242,197,224,212,55,144,236,143,208,135,10,48,white,spring
253,127,32,252,46,32,253,183,80,1,1,0,white,spring
1,58,32,71,140,92,186,204,129,205,209,147,white,spring
4,236,240,4,212,240,106,242,240,5,157,192,white,winter
23,88,115,43,124,133,135,172,163,12,20,70,white,autumn
191,215,237,96,163,217,0,116,183,0,59,115,white,summer
59,4,4,222,179,173,222,132,123,185,92,80,white,spring
250,190,192,248,92,112,243,121,112,228,61,64,white,spring
218,202,196,247,201,182,219,195,154,218,231,221,white,spring
100,124,144,226,222,208,78,79,80,116,108,112,white,spring
229,105,151,189,151,203,251,199,64,102,210,214,white,spring
242,230,214,160,224,228,252,192,197,245,130,168,white,spring
249,204,211,170,25,69,241,206,212,57,19,6,white,autumn
91,176,186,193,91,120,235,245,247,246,200,204,white,spring
251,237,224,253,209,210,212,187,221,208,171,153,white,spring
231,98,95,200,82,80,247,190,192,233,234,224,white,spring
50,205,48,44,94,26,26,67,20,178,210,164,darkbrown,summer
12,97,112,55,190,176,164,229,224,219,245,240,white,spring
251,170,96,251,196,144,246,123,80,168,40,16,white,spring
254,231,230,236,253,241,249,234,194,255,216,152,white,spring
249,208,48,246,42,160,184,238,48,38,223,208,darkbrown,summer
255,92,77,255,150,54,255,205,88,218,216,112,white,spring
183,200,194,236,164,177,233,218,196,207,178,176,white,spring
233,137,115,231,212,192,136,178,204,101,142,169,white,spring
111,91,62,249,246,240,196,174,120,23,21,21,white,spring
230,194,191,248,239,228,250,208,44,40,33,32,white,spring
5,224,233,255,39,104,207,238,209,78,26,61,white,spring
240,225,222,247,201,182,84,155,173,131,189,192,darkbrown,summer
246,162,30,229,91,19,16,66,16,122,135,30,darkbrown,summer
196,219,224,46,181,224,0,168,168,12,105,128,white,summer
243,225,192,235,170,176,39,80,112,149,86,112,darkbrown,summer
247,214,192,244,185,184,150,173,144,58,74,61,white,spring
172,238,243,255,112,119,255,233,228,255,176,103,white,spring
195,206,218,115,143,167,12,65,96,7,19,48,white,summer
210,251,164,241,192,185,136,202,94,29,116,27,white,spring
186,15,48,47,36,64,198,183,155,255,37,17,white,autumn
252,139,192,250,83,160,37,192,192,243,188,80,white,spring
239,211,181,95,9,61,178,19,104,214,123,168,darkbrown,spring
84,98,123,236,213,187,255,255,255,113,1,23,white,spring
146,44,64,220,151,80,243,234,192,30,38,64,white,spring
180,245,240,44,238,240,4,118,208,4,31,96,white,winter
21,181,176,249,189,192,251,230,152,109,236,224,white,spring
255,131,112,0,177,176,254,200,77,228,34,86,white,spring
217,228,236,183,207,220,106,171,210,56,94,114,darkbrown,summer
119,138,53,209,226,196,235,235,232,49,53,46,white,spring
190,175,194,105,94,147,129,85,186,40,28,45,olive,winter
255,163,132,232,141,114,84,56,85,255,136,130,white,spring
0,0,163,0,103,179,64,176,223,255,213,61,white,winter
57,145,140,208,180,159,171,107,81,47,67,90,white,spring
234,230,240,247,202,201,214,143,176,191,56,128,white,spring
10,7,8,68,68,68,116,116,116,177,177,177,white,spring
197,152,148,240,209,191,247,201,182,135,119,133,white,spring
165,140,179,131,139,194,234,231,250,217,161,160,white,spring
180,170,169,255,240,223,248,250,253,240,201,179,white,spring
220,71,49,255,243,217,184,57,14,59,9,24,white,spring
0,31,61,4,81,116,216,156,96,232,122,0,white,autumn
187,167,140,239,234,228,244,198,212,243,219,178,white,spring
222,226,236,140,117,106,26,200,219,2,146,183,white,summer
83,94,75,193,194,173,181,164,163,233,230,226,white,spring
29,198,144,39,138,176,28,70,112,234,234,224,darkbrown,summer
255,176,103,255,237,134,162,220,231,248,204,220,white,spring
203,133,124,246,203,183,250,247,244,156,45,65,white,spring
26,86,83,16,120,105,92,216,90,8,49,58,white,autumn
232,238,241,67,176,241,5,125,205,30,61,88,white,summer
255,197,208,255,255,0,34,202,224,245,46,192,white,spring
254,200,167,252,236,165,181,238,203,203,199,252,white,spring
215,115,162,7,187,156,255,215,67,160,106,180,white,spring
0,84,55,222,186,214,52,7,68,116,26,172,white,spring
83,52,64,164,119,134,228,212,200,157,182,204,white,spring
226,128,138,241,204,215,46,118,94,99,140,128,darkbrown,summer
153,176,176,181,178,176,252,250,240,138,158,160,white,spring
250,220,220,77,76,96,214,145,160,196,95,144,white,winter
13,105,139,242,241,232,5,5,51,227,66,52,white,spring
246,212,210,161,106,232,65,32,169,161,169,254,olive,summer
84,8,107,255,11,172,0,190,197,5,8,51,darkbrown,summer
152,4,45,191,76,65,252,192,197,225,226,231,white,spring
119,74,98,251,210,201,49,62,97,129,171,188,white,spring
214,192,153,214,206,192,142,138,146,174,135,129,white,spring
249,241,240,102,54,53,225,153,159,222,179,173,white,spring
234,251,255,119,221,249,255,160,163,127,143,163,white,spring
255,163,184,247,214,208,252,60,128,130,29,48,white,spring
10,65,88,75,131,120,255,150,54,228,215,208,white,spring
14,5,15,23,11,59,52,25,72,147,136,162,white,spring
251,246,243,254,176,106,54,214,231,93,108,137,darkbrown,summer
197,95,252,239,220,249,50,62,66,121,84,161,darkbrown,spring
124,243,160,180,248,200,255,117,216,255,69,181,white,spring
49,180,242,0,0,255,2,84,146,248,207,64,darkbrown,summer
79,0,0,217,206,214,48,52,55,174,139,112,white,spring
255,87,101,255,219,21,138,111,223,168,225,12,white,spring
228,244,243,161,219,241,113,213,228,0,182,188,darkbrown,summer
240,204,176,185,125,96,240,161,96,245,77,61,white,spring
233,221,212,0,0,0,233,221,212,144,0,32,darkbrown,summer
173,167,167,211,211,203,211,117,6,159,43,0,white,spring
174,56,139,93,241,93,233,131,216,249,180,246,white,spring
247,227,217,249,199,228,198,216,213,254,237,207,white,spring
101,70,62,170,214,160,220,186,169,210,229,208,white,spring
208,17,16,10,10,0,168,187,176,235,232,224,white,spring
152,135,128,255,255,255,19,41,42,231,222,217,white,spring
243,236,218,196,172,149,148,85,61,255,203,164,white,spring
92,78,78,152,134,134,209,208,208,0,0,0,white,spring
93,89,175,160,114,190,190,129,182,227,144,200,white,spring
233,86,112,179,66,112,113,55,112,67,47,112,darkbrown,summer
148,223,230,235,220,199,181,238,203,252,185,181,white,spring
254,239,222,218,227,230,223,218,205,110,109,110,white,spring
22,121,111,124,183,175,202,222,223,156,168,158,white,spring
189,198,217,82,104,143,227,231,241,115,145,200,white,spring
219,164,14,75,90,32,120,125,18,126,110,19,white,spring
7,218,192,23,24,16,214,223,224,206,35,128,darkbrown,summer
254,222,0,180,248,200,106,184,238,168,217,248,darkbrown,summer
246,169,112,240,218,192,238,120,64,92,95,48,white,spring
251,231,224,249,228,208,236,192,176,156,57,64,white,spring
249,184,177,248,71,145,87,219,216,37,56,142,darkbrown,summer
31,53,65,82,137,181,175,216,242,237,242,243,white,spring
251,229,192,248,131,121,208,230,240,76,93,112,white,spring
94,55,109,189,151,203,243,234,192,116,112,128,white,spring
248,229,230,170,241,245,81,185,205,58,86,115,darkbrown,summer
227,232,240,130,128,127,65,71,84,229,215,190,olive,summer
251,192,192,251,108,144,251,141,160,251,84,144,white,spring
183,161,166,193,194,173,239,213,147,237,193,187,white,spring
161,175,160,247,237,208,151,12,16,148,115,96,white,spring
0,0,255,75,123,245,121,169,245,194,226,245,white,spring
138,226,224,246,195,36,58,163,160,247,211,48,white,spring
0,0,0,244,31,78,251,251,251,255,194,199,white,spring
243,227,226,116,17,47,12,12,30,27,46,60,white,summer
249,249,64,245,12,160,67,221,226,234,197,176,darkbrown,summer
20,0,5,70,64,51,126,124,115,187,196,194,white,spring
197,229,165,152,182,110,249,216,118,251,227,157,white,spring
251,184,15,251,238,15,197,152,175,127,74,164,white,spring
43,69,96,225,231,224,106,164,176,47,109,128,white,spring
71,72,74,212,151,150,220,174,150,219,202,192,white,spring
186,141,128,240,217,208,223,168,163,226,176,128,white,spring
255,255,245,249,249,251,253,244,227,181,159,132,white,spring
235,231,208,211,165,80,18,17,16,208,17,16,white,spring
81,167,173,241,237,227,247,167,191,220,210,216,white,spring
1,58,32,212,214,207,83,111,22,63,65,34,white,spring
234,234,234,188,148,118,172,186,173,199,161,155,white,spring
76,61,64,189,181,192,200,180,208,246,238,240,white,spring
172,142,96,233,218,196,116,158,178,189,142,131,white,spring
7,4,10,171,5,82,177,117,255,239,235,226,white,spring
248,111,21,250,194,24,222,179,173,245,22,99,white,spring
254,212,63,43,184,179,225,81,175,190,215,216,white,spring
197,227,242,168,206,233,238,214,211,226,156,180,white,spring
39,35,31,222,0,1,200,101,27,254,218,21,white,spring
87,221,243,20,194,221,161,247,161,199,249,84,darkbrown,summer
21,27,37,3,70,135,219,232,225,225,0,50,darkbrown,summer
255,101,132,171,232,230,240,215,217,65,181,175,white,spring
225,236,240,84,162,210,169,206,232,0,58,100,darkbrown,summer
0,104,132,5,61,87,242,241,239,151,188,199,white,winter
25,102,176,115,217,240,247,179,1,235,119,62,white,spring
0,224,145,0,115,92,193,217,183,229,162,152,darkbrown,summer
154,118,165,177,159,249,200,157,216,230,222,211,white,spring
110,53,98,223,177,96,52,88,110,209,141,150,white,spring
200,244,249,127,229,240,81,59,65,248,56,57,white,winter
121,128,138,241,230,200,220,220,208,211,186,177,white,spring
66,2,100,92,3,140,27,23,52,137,111,188,darkbrown,summer
0,71,143,255,93,0,42,35,31,216,225,231,white,spring
176,210,218,202,178,159,125,161,191,47,74,96,white,spring
241,236,228,203,118,102,169,61,73,234,185,150,white,spring
51,63,99,113,92,140,215,212,221,131,139,194,white,spring
228,229,232,83,86,90,77,0,17,75,68,60,white,summer
255,224,174,245,99,26,162,171,206,255,163,3,white,spring
225,161,64,83,34,0,239,207,160,145,65,16,white,spring
28,155,142,15,30,100,83,223,209,80,101,91,darkbrown,summer
108,106,97,237,228,227,108,106,97,192,192,192,white,spring
25,2,4,255,137,118,203,78,71,255,203,164,white,spring
249,241,240,222,179,173,160,135,125,37,35,43,white,spring
0,226,211,55,166,160,144,205,208,255,254,168,olive,winter
211,244,251,157,227,246,89,215,238,83,223,209,darkbrown,summer
147,233,190,244,177,140,235,238,241,59,151,120,white,spring
146,121,79,221,202,178,195,176,144,241,236,228,white,spring
251,221,0,233,162,0,179,40,0,127,0,0,white,spring
57,19,6,241,206,212,113,0,25,249,204,211,white,spring
255,219,21,2,3,1,181,161,151,243,245,249,darkbrown,summer
146,141,137,255,136,130,255,163,132,228,230,155,white,spring
59,112,125,255,184,93,255,84,18,3,10,4,white,spring
244,242,235,228,2,27,255,219,21,63,94,152,white,spring
240,156,162,178,196,203,153,157,160,243,243,231,white,spring
177,212,224,175,193,208,28,63,96,11,19,32,white,summer
1,222,230,255,102,233,255,84,18,251,246,8,white,spring
250,165,144,180,57,48,251,229,224,242,138,128,white,spring
143,160,31,29,116,27,139,205,80,222,217,62,white,spring
189,240,214,255,210,148,247,235,219,243,160,137,white,spring
0,234,217,0,196,176,19,139,131,52,83,81,darkbrown,summer
151,12,16,191,202,208,71,68,64,115,133,128,white,spring
171,234,124,242,227,76,178,215,218,225,81,175,white,spring
244,247,240,191,210,208,54,137,128,98,204,192,darkbrown,summer
237,208,192,200,98,109,179,192,174,188,136,128,white,spring
240,229,208,238,202,201,250,57,128,249,0,103,white,spring
217,89,128,99,170,192,249,155,69,40,78,96,white,spring
255,206,19,136,7,11,246,81,86,0,146,146,darkbrown,summer
124,156,171,232,203,177,254,236,195,51,58,68,white,spring
247,212,224,253,122,192,122,215,240,68,200,224,darkbrown,summer
11,9,9,68,68,76,140,140,140,214,214,214,white,spring
217,193,187,154,177,154,82,88,77,9,10,14,darkbrown,summer
230,183,148,184,221,214,224,235,229,173,151,135,white,spring
22,121,111,173,201,197,108,176,168,16,86,79,white,spring
11,28,72,236,213,187,255,255,255,113,1,23,white,spring
242,214,192,229,185,144,215,155,112,253,219,216,white,spring
241,228,136,1,185,204,243,185,223,211,233,231,white,spring
249,233,208,219,135,128,163,0,82,38,22,31,white,spring
162,196,224,247,203,45,82,104,143,130,164,227,white,spring
82,58,40,34,130,128,191,99,54,237,241,242,white,spring
159,217,208,247,201,192,243,76,80,58,167,160,white,spring
113,231,224,255,139,218,67,169,221,241,46,144,white,spring
242,241,240,192,201,204,163,157,146,99,96,89,white,spring
1,99,103,158,58,20,230,105,18,11,28,72,white,spring
0,224,212,234,239,242,255,69,0,234,239,242,white,spring
76,83,85,196,75,79,96,125,134,203,205,203,white,spring
251,181,116,232,141,114,84,56,85,255,136,130,white,spring
240,247,224,211,187,221,188,150,202,149,186,97,white,spring
49,78,112,53,213,208,237,174,192,235,238,224,white,spring
116,93,32,206,166,96,243,237,224,107,122,64,white,spring
220,219,216,209,165,138,92,151,184,24,58,83,darkbrown,summer
156,160,161,215,212,204,167,192,190,77,103,114,white,spring
30,21,20,255,255,255,236,213,187,1,58,32,white,spring
27,42,55,220,197,195,214,225,235,173,196,215,white,spring
247,221,128,138,226,224,247,211,48,58,163,160,darkbrown,spring
250,203,128,251,216,176,246,151,112,181,43,64,white,spring
5,6,6,253,253,253,216,215,213,173,179,188,white,spring
252,214,153,221,201,216,246,200,204,240,156,162,white,spring
11,31,101,232,227,204,215,164,73,219,63,41,white,spring
180,248,200,251,200,88,255,130,16,86,88,25,white,spring
220,119,38,221,192,119,87,137,106,74,84,93,white,spring
214,221,224,68,111,160,34,60,96,81,85,91,white,summer
252,167,165,90,62,121,19,3,41,167,98,134,white,summer
248,168,197,251,209,96,235,99,160,228,70,80,white,spring
165,207,227,0,34,28,2,132,118,231,246,252,white,winter
255,176,1,68,238,119,1,153,146,251,71,94,white,spring
137,190,99,175,204,169,207,237,238,236,249,242,white,spring
166,223,235,252,151,157,248,205,79,251,74,155,white,spring
21,153,142,69,176,140,72,188,209,192,220,236,white,spring
113,91,91,164,124,122,214,197,196,15,17,16,white,spring
255,224,174,255,69,0,108,130,85,255,163,3,white,spring
191,215,237,96,163,217,0,116,183,0,59,115,white,summer
204,224,210,97,194,162,44,131,149,29,97,122,white,summer
243,104,112,232,218,192,255,183,176,169,197,208,white,spring
169,188,176,232,134,112,56,73,96,76,125,96,darkbrown,summer
107,27,0,174,139,112,249,254,251,86,56,45,white,spring
49,237,49,16,188,16,17,167,187,42,182,123,darkbrown,summer
240,216,184,99,79,64,243,240,233,230,183,148,white,spring
236,248,127,228,165,143,151,212,155,166,226,220,darkbrown,summer
238,231,224,114,84,80,198,173,144,247,202,201,white,spring
94,55,109,247,233,81,212,187,221,246,230,232,white,spring
173,211,208,151,12,16,21,50,80,254,252,255,white,summer
242,228,207,208,144,100,169,96,54,219,196,175,white,spring
161,106,232,177,159,249,14,53,6,254,163,3,white,spring
4,0,0,246,199,165,242,208,193,247,248,248,white,spring
181,242,238,255,121,48,0,224,234,249,241,224,darkbrown,summer
209,161,121,241,230,212,193,194,173,203,225,223,white,spring
208,222,229,232,147,148,246,241,231,152,142,146,white,spring
6,117,147,5,87,114,9,169,200,0,31,61,darkbrown,summer
251,188,84,248,220,176,252,94,112,242,177,144,white,spring
230,105,76,255,141,128,249,200,176,104,231,224,white,spring
226,217,202,74,148,168,43,41,60,106,73,115,white,summer
99,116,122,192,194,201,18,49,117,82,152,193,darkbrown,summer
245,99,26,254,235,160,212,30,0,72,29,1,white,spring
247,216,217,161,219,229,255,216,192,0,183,175,white,spring
33,197,196,249,233,80,255,148,178,193,79,96,white,spring
169,183,194,208,180,159,74,111,137,238,206,136,white,spring
140,155,136,245,232,218,115,94,147,239,241,239,white,spring
242,72,182,20,82,124,8,11,57,105,18,74,white,winter
159,144,207,4,97,177,177,54,91,233,216,225,white,spring
4,249,242,0,145,231,0,91,234,0,0,255,white,winter
8,57,43,87,142,135,247,226,199,41,102,12,white,spring
61,57,59,126,30,128,149,5,227,182,55,251,white,spring
252,77,176,249,232,48,34,21,48,245,40,112,white,spring
79,55,80,203,152,112,141,137,96,170,161,160,white,spring
115,67,109,229,230,233,182,124,154,31,37,47,white,spring
251,220,192,221,175,176,143,105,128,28,37,32,white,spring
252,220,169,236,196,179,184,208,221,102,157,186,white,spring
241,190,202,185,92,80,205,126,127,243,228,226,white,spring
253,210,100,255,198,128,245,107,57,103,3,5,white,spring
162,196,224,247,203,45,13,101,157,19,144,224,darkbrown,summer
58,106,89,167,168,138,214,193,138,185,200,188,white,spring
255,206,102,249,171,64,169,229,213,68,69,91,white,spring
222,179,173,235,124,143,220,93,133,223,209,197,white,spring
157,190,209,20,130,159,216,227,236,0,79,118,white,autumn
240,237,224,67,63,48,151,12,16,145,142,128,white,summer
47,243,224,255,128,0,224,157,96,31,57,96,white,spring
252,248,246,0,187,209,0,224,234,150,161,168,white,winter
231,132,132,252,164,162,71,211,206,200,244,249,darkbrown,summer
